epoch,acc,loss,lr,val_acc,val_loss
<<<<<<< HEAD
0,0.67459283368206957,5.6976857225747368,0.0010000000475,0.15674891146589259,8.9091866085595068
1,0.88273615611880918,3.8062126221796588,0.0010000000475,0.52104499308914165,4.5755164782436912
2,0.94820846913303536,2.7793313352603479,0.0010000000475,0.50217706838782195,5.1255066363662696
3,0.93973941371961212,2.2719732059329649,0.0010000000475,0.41364296089928104,4.1277450165658625
4,0.97003257301808954,1.8622919665097413,0.0010000000475,0.52685050798258348,3.6490284718346007
5,0.9817589576547231,1.5678283057694327,0.0010000000475,0.52830188713848847,3.2906206176658155
6,0.98599348534201958,1.3573543120673115,0.0010000000475,0.608127721378523,3.0765870849349155
7,0.98436482057509278,1.2053551962787243,0.0010000000475,0.5036284472842002,3.4772792170459543
8,0.95830618865326878,1.1907118023800927,0.0010000000475,0.49927431076808315,4.7020368448016603
9,0.9543973941368078,1.1565156574746296,0.0010000000475,0.51378809938583037,3.581143380941604
10,0.98045602578681923,1.004691617884931,0.0010000000475,0.53701015999770474,3.3329852104879083
11,0.99022801302931596,0.89477335404883762,0.0010000000475,0.60232220618229992,2.8276059637914028
12,0.9954397394136808,0.80814649429694063,0.0010000000475,0.58780841842964182,2.3640135075080551
13,0.99022801279633366,0.76376142719281226,0.0010000000475,0.4150943397524049,3.621892155687418
14,0.98534201954397393,0.75014250950238603,0.0010000000475,0.52830188679245282,4.129154796783741
15,0.95439739417563818,0.84275328344164924,0.0010000000475,0.26269956467286598,9.6082816909463382
16,0.96840390852297553,0.80426228869621452,0.0010000000475,0.29753265610973095,6.8181418831012763
17,0.98241042318095606,0.72112141785481854,0.0010000000475,0.43541364356637519,4.0596850759232161
18,0.98892508143322477,0.66179246984009632,0.0010000000475,0.56458635712569616,2.5825154572855058
19,0.99706840390879481,0.60958147942049112,0.000316227786243,0.63570391898231338,2.5825696887748508
20,1.0,0.58230054929901021,0.000316227786243,0.64586357065139899,2.6740521052406212
21,0.99967426710097718,0.56633211137417472,0.000316227786243,0.64731494946126844,2.664625689149422
22,0.99967426710097718,0.55085815435900365,0.000316227786243,0.64441219184152965,2.6728432702741358
23,0.99967426710097718,0.53639814508077766,0.000316227786243,0.64441219175502074,2.6240646422168861
=======
0,0.56983240196824736,2.1536751499389135,0.0010000000475,0.025723472572982888,15.533661938940213
1,0.62085661053435537,1.7868184213975733,0.0010000000475,0.21704179949315797,4.2345577022270371
2,0.66108007457669216,1.5744323585286486,0.0010000000475,0.14308681818162514,5.8202667514227597
3,0.68789571723458487,1.4125703130576419,0.0010000000475,0.48713825920363141,2.8998092175296648
4,0.67262569801323457,1.3454647971265143,0.0010000000475,0.54340836062572206,2.0064285864209057
5,0.69944134067112729,1.2378085855887144,0.0010000000475,0.46623794220603548,2.0537067869276862
6,0.71024208574987657,1.1950345505993238,0.0010000000475,0.50160771906016532,1.7045731073023804
7,0.72327746758913858,1.1213135935962755,0.0010000000475,0.46302250536739636,2.114620471498974
8,0.72737430156498206,1.0825322955902283,0.0010000000475,0.48713826645656799,2.0067501377637749
9,0.75381750478868825,1.0228462893647632,0.0010000000475,0.49517685615149148,1.9364237546729122
10,0.75865921776609935,1.0169704935182184,0.0010000000475,0.51768489170016962,1.939845147431855
11,0.75493482298025205,0.99812120867397092,0.0010000000475,0.58199356740095032,1.7517199820548393
12,0.77839851013109007,0.96322031878004299,0.0010000000475,0.50643086460961018,2.1540207721508584
13,0.83240223448147765,0.8094737163247121,0.000316227786243,0.58038584905949053,1.6019256830790418
14,0.86480446956233159,0.72222050235258139,0.000316227786243,0.5916398736944728,1.3925885457030447
15,0.85810055870361612,0.71452748256022702,0.000316227786243,0.63344051602664864,1.4951836535305838
16,0.86517690859693386,0.68136149191989581,0.000316227786243,0.54662379519444948,1.6368448855505113
17,0.88230912505581394,0.64622287976675197,0.000316227786243,0.58520899710643715,1.7844436114049034
18,0.88491620096192458,0.63458501273693324,0.000316227786243,0.62700964874584963,1.4256367587583241
19,0.88789571719018667,0.61827511456647621,0.000316227786243,0.60771704136941973,1.5386225696162013
20,0.90391061456953792,0.58763819646568938,0.000316227786243,0.65594855191671197,1.3503426435580208
21,0.90726256967700836,0.56780785533081002,0.000316227786243,0.61575563010008005,1.3713368246409672
22,0.90465549352670738,0.56103609296418655,0.000316227786243,0.54340835367224605,1.8966223044602435
23,0.91433891972572001,0.54803724455433855,0.000316227786243,0.64469453179759606,1.4426040860713487
24,0.91471135920430469,0.54336421636229781,0.000316227786243,0.56109324653432302,2.4253390378699042
25,0.9217877092974146,0.50982221472640721,0.000316227786243,0.66077169694509541,1.4587028864112315
26,0.91769087527717297,0.51813029984300141,0.000316227786243,0.57717041897668331,1.7880210449074625
27,0.95195530706277776,0.42863335294208493,0.00010000000475,0.68488746229858644,1.310370398487692
28,0.96461824977864097,0.38638028182796924,0.00010000000475,0.68971061462183092,1.4585295385678099
29,0.9675977651633364,0.36618089043228319,0.00010000000475,0.70418007410703365,1.4140114066493472
30,0.97616387337057731,0.34682348721298206,0.00010000000475,0.66881028577158308,1.5331387701908492
31,0.97467411525644621,0.34548293592987556,0.00010000000475,0.73472668927677953,1.4702651730687673
32,0.97467411545623839,0.34002334636460912,0.00010000000475,0.71704179980459704,1.4864580611611486
>>>>>>> c611649db9197f1d46cc458c28c9dd1a9a498b68
